"0","关键词"
"1","职能"
"2","方向"
"3","行业"
"4","技能"
"5","主题"
"6","证书"
"7","专业"
"8","学校"
"9","公司"
"10","专业大类"
"11","专业学科"
"12","城市"
"13","已知未识别"
"15","共识"
"16","职位"
"17","职级"
"18","属性值类型"
"19","IT桔子行业"
"101","部门"
