"1","教育部直属"
"2","211"
"4","985"
"8","c9"
"16","清北复交"
"32","海外名校"
"64","公办"
"128","民办"
"256","一本"
"512","二本"
"1024","双一流（一流学科）"
"2048","双一流（a类一流大学）"
"4096","双一流（b类一流大学）"
"8192","海外学校"
"16384","八大美院"
"32768","五院四系"
